image_id,is_back_color_black,is_back_pattern_solid,is_belly_color_white,is_belly_pattern_solid,is_bill_color_black,is_bill_length_shorter_than_head,is_bill_shape_all-purpose,is_breast_color_white,is_breast_pattern_solid,is_crown_color_black,is_eye_color_black,is_forehead_color_black,is_head_pattern_plain,is_leg_color_grey,is_nape_color_black,is_primary_color_black,is_shape_perching-like,is_size_small_(5_-_9_in),is_tail_pattern_solid,is_tail_shape_notched_tail,is_throat_color_white,is_under_tail_color_black,is_underparts_color_white,is_upper_tail_color_black,is_upperparts_color_black,is_wing_color_black,is_wing_pattern_multi-colored,is_wing_shape_rounded-wings,is_back_color_black_certainty,is_back_pattern_solid_certainty,is_belly_color_white_certainty,is_belly_pattern_solid_certainty,is_bill_color_black_certainty,is_bill_length_shorter_than_head_certainty,is_bill_shape_all-purpose_certainty,is_breast_color_white_certainty,is_breast_pattern_solid_certainty,is_crown_color_black_certainty,is_eye_color_black_certainty,is_forehead_color_black_certainty,is_head_pattern_plain_certainty,is_leg_color_grey_certainty,is_nape_color_black_certainty,is_primary_color_black_certainty,is_shape_perching-like_certainty,is_size_small_(5_-_9_in)_certainty,is_tail_pattern_solid_certainty,is_tail_shape_notched_tail_certainty,is_throat_color_white_certainty,is_under_tail_color_black_certainty,is_underparts_color_white_certainty,is_upper_tail_color_black_certainty,is_upperparts_color_black_certainty,is_wing_color_black_certainty,is_wing_pattern_multi-colored_certainty,is_wing_shape_rounded-wings_certainty,is_bill_shape_all-purpose_soft,is_wing_color_black_soft,is_upperparts_color_black_soft,is_underparts_color_white_soft,is_breast_pattern_solid_soft,is_back_color_black_soft,is_tail_shape_notched_tail_soft,is_upper_tail_color_black_soft,is_head_pattern_plain_soft,is_breast_color_white_soft,is_throat_color_white_soft,is_eye_color_black_soft,is_bill_length_shorter_than_head_soft,is_forehead_color_black_soft,is_under_tail_color_black_soft,is_nape_color_black_soft,is_belly_color_white_soft,is_wing_shape_rounded-wings_soft,is_size_small_(5_-_9_in)_soft,is_shape_perching-like_soft,is_back_pattern_solid_soft,is_tail_pattern_solid_soft,is_belly_pattern_solid_soft,is_primary_color_black_soft,is_leg_color_grey_soft,is_bill_color_black_soft,is_crown_color_black_soft,is_wing_pattern_multi-colored_soft,is_Warbler,image_file,train_val_test,is_Warbler_score
5938,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0031_795038.jpg,test,0.026490023
5939,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,3,4,4,4,2,1.0,0.0,1.0,0.0,1.0,0.1,0.9,0.1,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.75,0.9,0.9,0.9,0.1,1.0,0.0,0.0,1.0,0.0,1.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0057_795040.jpg,val,0.0070265653
5940,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,3,4,3,4,3,3,2,1.0,0.1,1.0,0.0,1.0,0.0,1.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.25,0.1,0.1,0.1,0.1,0.9,0.1,0.9,0.0,0.0,0.1,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0017_795041.jpg,test,0.06588639
5941,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0029_795042.jpg,test,0.104071476
5942,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,1,1,4,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0073_795044.jpg,test,0.04837364
5943,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.1,0.1,0.1,0.9,0.1,0.1,0.9,0.1,0.1,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.5,0.9,0.1,0.9,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0060_795045.jpg,train,0.012227549
5944,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,1,4,4,1,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0019_795046.jpg,test,0.008310311
5945,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,2,0.9,0.1,0.1,0.9,0.1,0.1,0.9,0.1,0.9,0.9,0.1,1.0,0.9,0.1,0.1,0.0,0.1,0.75,0.25,0.75,0.1,0.1,0.9,0.1,0.9,0.1,0.1,0.1,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0079_795047.jpg,train,0.3255368
5946,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,2,4,4,4,2,4,4,4,2,4,4,2,4,4,4,2,2,2,2,4,2,4,3,2,2,2,2,1.0,0.25,0.25,0.0,1.0,0.25,0.75,0.1,0.25,0.0,0.0,1.0,0.75,0.0,0.25,0.0,0.0,0.75,0.75,0.75,0.75,0.75,1.0,0.0,1.0,1.0,0.25,0.25,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0041_795048.jpg,train,0.0043178806
5947,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,4,3,4,3,4,3,3,3,3,4,4,4,3,3,4,4,3,2,2,3,4,4,4,4,4,3,3,2,0.1,0.1,0.0,0.0,0.9,0.0,0.9,0.0,0.1,0.1,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.75,0.25,0.1,0.9,0.75,0.9,0.0,0.1,0.0,0.0,0.9,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0003_795050.jpg,train,0.010438439
5948,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,4,3,1,3,3,3,4,3,3,3,4,3,3,3,1,1,4,1,3,1,3,3,3,1,0.5,0.1,0.1,0.1,0.9,0.5,0.5,0.5,0.9,0.1,0.0,1.0,0.9,0.1,0.5,0.0,0.0,0.5,0.9,0.9,0.5,0.5,0.9,0.1,0.9,0.0,0.1,0.1,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0040_795051.jpg,val,0.10295786
5949,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0043_795053.jpg,test,0.07277729
5950,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,1,3,4,3,3,1,3,4,4,4,0.1,1.0,0.9,0.1,0.9,0.5,0.9,0.5,0.9,0.9,0.0,1.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9,0.1,0.5,0.5,0.9,0.1,0.1,0.9,0.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0020_795054.jpg,train,0.006869755
5951,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,2,3,4,3,0.9,0.1,0.25,0.1,0.9,0.5,1.0,0.5,0.9,0.1,0.1,0.9,0.9,0.1,0.1,0.1,0.1,0.9,0.9,0.9,0.5,0.9,0.9,0.1,0.1,0.9,0.1,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0028_795057.jpg,val,0.005616448
5952,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,2,3,1,1,3,3,3,1,1,2,4,2,3,3,2,2,4,3,3,4,3,1,1,2,2,2,3,2,0.9,0.25,0.25,0.5,0.5,0.25,1.0,0.25,0.9,0.5,0.9,1.0,0.9,0.25,0.5,0.25,0.5,0.25,0.1,1.0,0.9,0.9,0.5,0.25,0.1,0.9,0.25,0.9,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0022_795058.jpg,test,0.12740545
5953,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,2,1,3,1,1,1,3,3,2,1,1,3,1,1,1,1,1,1,1,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5,0.25,0.9,0.5,0.5,0.5,0.5,0.75,0.1,0.5,0.5,0.5,0.9,0.5,0.75,0.75,0.5,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0072_98035.jpg,train,0.0008194361
5954,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,2,4,2,2,4,3,3,1,3,3,2,1,2,2,2,3,1,3,2,2,2,1,1,2,2,1,1.0,0.25,0.5,0.75,0.9,0.5,0.9,0.5,0.75,0.9,0.75,0.9,0.25,0.1,0.25,0.25,0.75,0.5,0.1,0.75,0.5,0.5,1.0,0.25,0.5,0.25,0.5,0.25,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0045_97972.jpg,test,0.0066454075
5955,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,4,3,4,0.9,0.0,0.1,1.0,0.1,0.0,0.9,0.1,1.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0051_98206.jpg,test,0.0006293628
5956,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,3,3,3,3,4,3,3,3,4,3,3,2,3,3,4,2,2,3,2,3,3,3,3,3,3,3,2,0.9,0.1,0.1,0.1,0.9,0.1,0.25,0.1,0.25,0.1,0.9,0.9,0.0,0.1,0.1,0.1,0.1,0.25,0.75,0.25,0.9,0.9,0.9,0.0,0.9,0.1,0.0,0.9,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0035_795062.jpg,val,0.016890896
5957,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0039_795063.jpg,train,0.16983953
5958,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.9,0.1,0.1,0.9,0.1,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.9,0.9,0.1,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0054_97982.jpg,val,0.009916751
5959,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0050_98241.jpg,test,0.002628027
5960,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,0.75,0.75,0.75,0.75,0.25,0.5,0.75,0.5,0.25,0.75,0.9,0.5,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.75,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0004_98257.jpg,train,0.0123898
5961,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,1,4,4,4,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.1,0.0,0.0,1.0,1.0,1.0,0.9,1.0,0.0,0.5,0.0,1.0,0.9,0.9,1.0,1.0,0.0,1.0,1.0,1.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0076_98002.jpg,train,0.025571093
5962,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,1,4,4,4,1,0.9,1.0,1.0,0.0,1.0,0.5,0.25,0.5,1.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.5,0.9,1.0,0.5,0.9,1.0,0.0,0.0,0.9,0.0,1.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0008_795043.jpg,train,0.12698224
5963,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0059_98262.jpg,val,0.032536283
5964,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,4,2,2,3,3,3,1.0,0.1,0.25,0.0,1.0,0.25,1.0,0.25,1.0,0.0,0.0,1.0,0.1,0.0,0.25,0.0,0.0,0.1,1.0,1.0,0.75,0.9,1.0,0.0,0.1,1.0,0.0,0.1,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0049_98263.jpg,val,0.057814416
5965,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,0.1,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.9,1.0,0.1,0.0,0.0,1.0,0.9,1.0,0.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0013_98268.jpg,test,0.09864785
5966,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,4,4,3,3,3,4,4,3,1,3,3,1,3,4,4,3,1,1,3,1,3,1,1,3,2,3,0.1,0.1,0.5,0.1,1.0,0.5,0.5,0.5,0.9,0.0,0.9,0.5,0.9,0.1,0.5,0.1,0.0,0.9,0.1,1.0,0.5,0.5,1.0,0.0,0.5,0.1,0.1,0.25,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0081_98270.jpg,train,0.007959483
5967,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,1,1,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,2,0.9,0.0,0.1,0.1,0.5,0.1,0.9,0.1,0.1,0.5,0.1,0.9,0.9,0.9,0.1,0.1,0.1,0.25,0.75,0.9,0.9,0.9,0.75,0.1,0.1,0.9,0.0,0.1,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0030_98272.jpg,train,0.101188205
5968,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,4,2,2,1,4,4,4,1,1.0,0.0,0.0,0.75,1.0,0.25,0.5,0.5,0.75,1.0,0.0,1.0,1.0,0.0,0.25,0.0,0.75,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0047_98274.jpg,val,0.009673862
5969,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,0.9,0.5,0.1,0.9,0.9,0.5,0.9,0.5,0.1,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.9,0.1,0.9,0.1,0.5,0.1,0.9,0.1,0.5,0.1,0.1,0.5,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0065_98001.jpg,test,0.0025118804
5970,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,4,4,4,3,4,4,4,3,4,3,4,2,4,4,4,4,4,4,4,4,4,1,2,2,3,3,1.0,0.75,0.25,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.1,1.0,1.0,0.5,1.0,1.0,0.0,0.75,0.0,0.1,0.1,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0068_98024.jpg,train,0.008214905
5971,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,4,3,4,4,1,4,4,4,4,3,1.0,0.0,0.0,0.5,0.5,0.0,0.9,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0056_98026.jpg,test,0.0608918
5972,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,0.9,0.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0063_98295.jpg,test,0.05506835
5973,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,3,4,4,4,1,3,4,4,1,1.0,0.0,0.1,0.0,1.0,0.5,0.9,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0069_98299.jpg,test,0.000553887
5974,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,1,3,3,3,3,0.9,0.1,0.1,0.0,1.0,0.1,1.0,0.5,1.0,0.0,0.1,1.0,0.9,0.0,0.0,0.1,0.0,0.1,0.0,0.9,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.9,0,102.Western_Wood_Pewee/Western_Wood_Pewee_0001_98045.jpg,test,0.06981546
5975,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1.0,0.0,0.0,1.0,1.0,0.0,0.25,0.0,0.25,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,103.Sayornis/Sayornis_0137_98305.jpg,test,0.018403936
5976,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,103.Sayornis/Sayornis_0022_98308.jpg,test,0.0034549828
5977,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,1,4,2,4,4,4,4,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,0,103.Sayornis/Sayornis_0066_98309.jpg,train,0.02417094
5978,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0,103.Sayornis/Sayornis_0115_99335.jpg,test,0.0027238294
5979,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.1,0.1,0.1,0.1,0.9,0.1,0.9,0.1,0.9,0.1,0.1,0.9,0.1,0.1,0.9,0.1,0.1,0.9,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0,103.Sayornis/Sayornis_0086_98829.jpg,train,0.0015487449
5980,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,2,4,3,3,2,1.0,0.9,1.0,1.0,1.0,0.9,0.9,0.75,1.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,1.0,0.0,0.1,0.0,1.0,0.0,1.0,1.0,0.9,0,103.Sayornis/Sayornis_0036_98323.jpg,train,0.0029940712
5981,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.9,0.9,0.1,0.1,0.9,0.1,0.1,0.1,0.9,0.1,0.1,0,103.Sayornis/Sayornis_0106_98841.jpg,train,0.10556239
5982,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,103.Sayornis/Sayornis_0070_99354.jpg,val,0.30659062
5983,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,3,3,3,3,4,3,4,4,3,3,4,4,2,3,3,4,2,2,3,3,3,3,4,2,3,3,3,3,1.0,0.1,0.1,1.0,0.1,0.1,0.1,0.25,0.25,1.0,0.9,1.0,0.1,0.0,0.1,0.1,0.9,0.1,0.75,0.25,0.9,0.9,0.1,0.0,0.1,1.0,0.1,0.9,0,103.Sayornis/Sayornis_0134_98339.jpg,test,0.01519089
5984,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,1,4,4,4,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.9,1.0,0.0,1.0,0,103.Sayornis/Sayornis_0105_98853.jpg,test,0.02464797
